camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
41120876,2023-03-27,2025-06-20,816,A,Brooklyn,12.0,Coffee/Tea,2023,2-3yr
41121169,2021-10-22,2023-11-27,766,B,Bronx,25.0,Caribbean,2021,2-3yr
41121595,2022-04-18,2023-12-28,619,A,Bronx,7.0,Frozen Desserts,2022,1-2yr
41122178,2022-08-22,2025-05-22,1004,A,Queens,10.0,Caribbean,2022,2-3yr
41122435,2022-02-02,2025-01-22,1085,A,Manhattan,7.0,American,2022,2-3yr
41122841,2022-03-30,2024-10-29,944,A,Manhattan,9.0,Irish,2022,2-3yr
41122892,2022-02-16,2025-01-30,1079,A,Brooklyn,8.0,Caribbean,2022,2-3yr
41123001,2022-03-02,2024-09-30,943,A,Brooklyn,12.0,Latin American,2022,2-3yr
41123042,2022-02-14,2025-01-27,1078,N,Manhattan,17.0,American,2022,2-3yr
41124515,2021-08-03,2024-07-30,1092,N,Manhattan,49.0,Italian,2021,2-3yr
41125267,2022-01-14,2024-08-21,950,A,Queens,13.0,Latin American,2022,2-3yr
41125700,2022-02-15,2024-10-29,987,N,Queens,13.0,Peruvian,2022,2-3yr
41125878,2022-02-17,2024-11-26,1013,A,Manhattan,2.0,Irish,2022,2-3yr
41126295,2022-08-31,2023-10-27,422,A,Queens,12.0,American,2022,1-2yr
41126771,2022-02-17,2024-08-23,918,B,Brooklyn,18.0,American,2022,2-3yr
41127209,2023-03-15,2024-12-11,637,A,Brooklyn,11.0,Italian,2023,1-2yr
41127243,2023-01-11,2025-02-19,770,Z,Manhattan,27.0,Latin American,2023,2-3yr
41127492,2021-10-27,2024-10-04,1073,A,Bronx,12.0,Coffee/Tea,2021,2-3yr
41127647,2022-03-30,2025-02-07,1045,A,Brooklyn,7.0,Tex-Mex,2022,2-3yr
41128211,2022-03-31,2024-09-19,903,A,Manhattan,13.0,American,2022,2-3yr
41128554,2022-03-29,2024-05-28,791,N,Manhattan,21.0,Italian,2022,2-3yr
41129085,2022-09-20,2024-09-06,717,A,Staten Island,3.0,Donuts,2022,1-2yr
41129116,2021-07-22,2024-04-05,988,A,Staten Island,9.0,Donuts,2021,2-3yr
41129343,2023-01-31,2025-01-21,721,A,Brooklyn,5.0,Pizza,2023,1-2yr
41129375,2022-02-14,2023-12-27,681,A,Manhattan,8.0,Japanese,2022,1-2yr
41129706,2022-04-18,2025-02-12,1031,A,Queens,13.0,American,2022,2-3yr
41129994,2022-03-28,2024-10-26,943,A,Brooklyn,12.0,American,2022,2-3yr
41130552,2021-08-06,2022-10-29,449,A,Brooklyn,2.0,Mediterranean,2021,1-2yr
41130782,2024-10-24,2024-10-24,0,N,Queens,21.0,American,2024,
41130819,2022-07-19,2024-10-19,823,N,Manhattan,0.0,Italian,2022,2-3yr
41130849,2022-03-31,2024-11-14,959,B,Manhattan,27.0,Pizza,2022,2-3yr
41131002,2022-03-31,2025-02-18,1055,Z,Queens,20.0,Asian/Asian Fusion,2022,2-3yr
41131266,2022-03-30,2024-12-18,994,A,Queens,2.0,American,2022,2-3yr
41131836,2022-05-12,2025-02-21,1016,A,Bronx,13.0,Caribbean,2022,2-3yr
41132351,2022-02-14,2024-10-03,962,A,Manhattan,13.0,Bottled Beverages,2022,2-3yr
41132816,2023-01-18,2025-04-23,826,N,Bronx,52.0,Chicken,2023,2-3yr
41132975,2022-03-31,2024-02-07,678,A,Brooklyn,11.0,Coffee/Tea,2022,1-2yr
41133094,2022-10-11,2024-11-21,772,B,Staten Island,26.0,Japanese,2022,2-3yr
41134612,2022-04-08,2024-10-16,922,A,Queens,12.0,Spanish,2022,2-3yr
41134842,2023-06-02,2025-05-01,699,N,Manhattan,27.0,American,2023,1-2yr
41135075,2021-09-01,2024-05-06,978,A,Brooklyn,9.0,American,2021,2-3yr
41135587,2022-08-10,2023-11-02,449,A,Staten Island,5.0,American,2022,1-2yr
41136253,2022-02-15,2024-11-15,1004,A,Queens,0.0,Spanish,2022,2-3yr
41136521,2022-08-01,2025-02-11,925,A,Queens,8.0,Donuts,2022,2-3yr
41136967,2022-06-21,2024-07-02,742,A,Manhattan,9.0,Bottled Beverages,2022,2-3yr
41137141,2021-07-22,2024-04-22,1005,A,Manhattan,8.0,Sandwiches/Salads/Mixed Buffet,2021,2-3yr
41137336,2023-01-31,2025-04-03,793,A,Manhattan,13.0,Chinese,2023,2-3yr
41137340,2021-07-22,2024-01-11,903,A,Queens,9.0,American,2021,2-3yr
41137586,2022-02-14,2024-06-25,862,A,Manhattan,10.0,Jewish/Kosher,2022,2-3yr
41138136,2022-11-15,2025-05-29,926,A,Brooklyn,8.0,American,2022,2-3yr
41138257,2022-06-10,2024-10-07,850,A,Brooklyn,7.0,Caribbean,2022,2-3yr
41138581,2022-02-01,2024-12-11,1044,Z,Manhattan,27.0,Sandwiches,2022,2-3yr
41138610,2022-04-14,2024-03-13,699,A,Queens,5.0,Middle Eastern,2022,1-2yr
41138977,2022-02-16,2024-12-30,1048,A,Manhattan,13.0,French,2022,2-3yr
41138983,2022-02-16,2025-02-11,1091,N,Manhattan,8.0,American,2022,2-3yr
41138984,2022-09-22,2025-04-22,943,A,Manhattan,13.0,American,2022,2-3yr
41139007,2023-06-28,2025-05-14,686,N,Queens,38.0,Latin American,2023,1-2yr
41139066,2022-03-30,2025-02-26,1064,A,Queens,5.0,Moroccan,2022,2-3yr
41139219,2023-03-15,2025-05-14,791,A,Brooklyn,11.0,Korean,2023,2-3yr
41139411,2023-12-14,2023-12-14,0,A,Manhattan,12.0,Mexican,2023,
41139432,2022-12-13,2024-09-11,638,A,Queens,12.0,Mexican,2022,1-2yr
41139608,2022-10-13,2025-05-22,952,A,Manhattan,2.0,American,2022,2-3yr
41139783,2023-03-23,2025-04-09,748,N,Brooklyn,20.0,American,2023,2-3yr
41140140,2021-08-12,2023-10-31,810,A,Bronx,12.0,Japanese,2021,2-3yr
41140612,2022-06-13,2025-06-03,1086,A,Manhattan,5.0,Coffee/Tea,2022,2-3yr
41140991,2022-05-17,2024-03-25,678,A,Manhattan,7.0,American,2022,1-2yr
41142173,2022-02-17,2024-07-16,880,B,Brooklyn,19.0,Latin American,2022,2-3yr
41142196,2022-02-15,2024-12-18,1037,A,Queens,13.0,Eastern European,2022,2-3yr
41142210,2022-12-27,2025-04-01,826,A,Manhattan,12.0,Mediterranean,2022,2-3yr
41142394,2022-09-12,2025-05-27,988,A,Manhattan,13.0,American,2022,2-3yr
41142962,2022-07-26,2025-05-21,1030,A,Manhattan,5.0,Coffee/Tea,2022,2-3yr
41143170,2022-01-13,2024-08-26,956,B,Queens,21.0,Pizza,2022,2-3yr
41143410,2023-04-19,2024-11-20,581,N,Queens,21.0,Sandwiches/Salads/Mixed Buffet,2023,1-2yr
41144043,2022-02-01,2024-03-08,766,A,Manhattan,10.0,Hamburgers,2022,2-3yr
41144145,2023-03-21,2024-06-06,443,A,Queens,12.0,American,2023,1-2yr
41144476,2022-06-27,2025-04-14,1022,A,Brooklyn,10.0,Hamburgers,2022,2-3yr
41145134,2023-02-17,2025-05-22,825,N,Manhattan,43.0,Donuts,2023,2-3yr
41145163,2023-01-18,2025-04-30,833,A,Queens,12.0,Southeast Asian,2023,2-3yr
41145557,2022-02-18,2024-04-05,777,A,Staten Island,9.0,Indian,2022,2-3yr
41145879,2020-02-15,2022-12-03,1022,N,Queens,40.0,American,2020,2-3yr
41145911,2022-01-26,2024-12-26,1065,Z,Manhattan,24.0,Chinese,2022,2-3yr
41146006,2022-08-03,2024-12-13,863,A,Staten Island,10.0,Coffee/Tea,2022,2-3yr
41146015,2022-07-27,2024-10-03,799,A,Manhattan,12.0,Coffee/Tea,2022,2-3yr
41147318,2022-11-01,2024-12-19,779,A,Brooklyn,7.0,American,2022,2-3yr
41147597,2022-02-03,2025-01-14,1076,A,Brooklyn,11.0,Latin American,2022,2-3yr
41147913,2022-11-03,2024-11-12,740,A,Manhattan,0.0,Sandwiches,2022,2-3yr
41148214,2021-09-09,2024-07-23,1048,N,Manhattan,51.0,American,2021,2-3yr
41148766,2023-06-20,2023-06-20,0,A,Manhattan,6.0,French,2023,
41148810,2022-02-16,2025-01-10,1059,A,Manhattan,4.0,Spanish,2022,2-3yr
41149143,2022-04-04,2024-05-23,780,A,Brooklyn,9.0,Mexican,2022,2-3yr
41149243,2023-04-13,2023-04-13,0,A,Bronx,9.0,Coffee/Tea,2023,
41149249,2023-03-09,2025-05-06,789,A,Manhattan,12.0,American,2023,2-3yr
41149373,2022-03-29,2025-02-12,1051,A,Manhattan,13.0,Chinese/Japanese,2022,2-3yr
41149565,2022-09-09,2025-04-18,952,A,Brooklyn,12.0,Caribbean,2022,2-3yr
41149653,2022-12-14,2025-05-29,897,A,Manhattan,13.0,Mexican,2022,2-3yr
41150133,2022-02-16,2024-05-08,812,A,Manhattan,5.0,Coffee/Tea,2022,2-3yr
41150371,2023-02-15,2025-01-06,691,A,Brooklyn,7.0,Mexican,2023,1-2yr
41150437,2021-07-20,2024-02-23,948,A,Brooklyn,5.0,Donuts,2021,2-3yr
41150646,2022-07-15,2025-06-16,1067,A,Queens,12.0,Latin American,2022,2-3yr
41151163,2023-04-05,2025-04-02,728,A,Manhattan,12.0,American,2023,1-2yr
41151507,2021-08-18,2024-07-24,1071,N,Manhattan,23.0,American,2021,2-3yr
41151839,2021-08-17,2024-05-16,1003,B,Brooklyn,25.0,Pizza,2021,2-3yr
41151907,2022-04-19,2024-11-26,952,B,Manhattan,22.0,American,2022,2-3yr
41151982,2021-08-19,2024-06-11,1027,A,Manhattan,10.0,Italian,2021,2-3yr
41151989,2022-02-14,2024-12-27,1047,A,Manhattan,8.0,American,2022,2-3yr
41152741,2022-09-27,2025-03-26,911,N,Manhattan,21.0,American,2022,2-3yr
41153001,2022-04-18,2024-12-06,963,N,Brooklyn,28.0,Egyptian,2022,2-3yr
41153530,2022-03-28,2024-09-17,904,A,Queens,12.0,Chinese,2022,2-3yr
41153872,2023-01-20,2024-09-09,598,A,Manhattan,13.0,American,2023,1-2yr
41153944,2022-03-23,2025-01-21,1035,A,Staten Island,9.0,Mexican,2022,2-3yr
41154087,2022-11-04,2024-01-10,432,A,Queens,12.0,Steakhouse,2022,1-2yr
41154226,2017-07-19,2019-11-15,849,A,Manhattan,10.0,Spanish,2017,2-3yr
41154306,2023-03-23,2025-03-19,727,A,Brooklyn,11.0,Pizza,2023,1-2yr
41154370,2022-10-13,2024-11-26,775,B,Queens,21.0,Caribbean,2022,2-3yr
41154379,2022-03-31,2024-07-19,841,A,Brooklyn,10.0,Bakery Products/Desserts,2022,2-3yr
41154403,2022-09-17,2024-12-21,826,C,Brooklyn,36.0,American,2022,2-3yr
41154571,2023-02-10,2025-02-27,748,A,Queens,12.0,American,2023,2-3yr
41155141,2021-07-21,2024-06-03,1048,A,Bronx,4.0,Bakery Products/Desserts,2021,2-3yr
41155285,2023-01-30,2025-06-03,855,N,Brooklyn,29.0,Latin American,2023,2-3yr
41155290,2022-03-30,2024-10-09,924,A,Manhattan,2.0,Mexican,2022,2-3yr
41156149,2022-02-18,2024-07-01,864,A,Brooklyn,13.0,Caribbean,2022,2-3yr
41156192,2022-02-03,2024-07-09,887,A,Brooklyn,11.0,Thai,2022,2-3yr
41156219,2023-04-04,2025-03-03,699,A,Queens,11.0,Bakery Products/Desserts,2023,1-2yr
41156430,2022-04-19,2025-02-14,1032,B,Queens,15.0,American,2022,2-3yr
41156678,2021-08-18,2023-12-20,854,A,Queens,5.0,American,2021,2-3yr
41156745,2022-04-29,2024-07-17,810,A,Brooklyn,13.0,American,2022,2-3yr
41157563,2022-11-04,2024-12-11,768,A,Queens,7.0,American,2022,2-3yr
41158108,2022-04-04,2025-02-07,1040,A,Queens,5.0,American,2022,2-3yr
41158614,2022-03-03,2025-01-22,1056,A,Bronx,6.0,Chinese,2022,2-3yr
41158746,2023-05-03,2025-03-19,686,N,Queens,31.0,Pizza,2023,1-2yr
41158806,2023-11-08,2024-08-14,280,B,Manhattan,26.0,Japanese,2023,<1yr
41158964,2022-12-08,2025-03-20,833,N,Brooklyn,21.0,Southeast Asian,2022,2-3yr
41158998,2022-04-18,2025-04-09,1087,A,Bronx,8.0,Pizza,2022,2-3yr
41159246,2022-02-17,2024-05-20,823,A,Manhattan,9.0,Irish,2022,2-3yr
41159730,2023-04-11,2025-05-06,756,N,Manhattan,22.0,American,2023,2-3yr
41159801,2022-12-13,2024-09-27,654,A,Manhattan,8.0,Asian/Asian Fusion,2022,1-2yr
41160010,2022-09-14,2025-03-21,919,A,Bronx,13.0,Caribbean,2022,2-3yr
41160076,2022-04-19,2025-01-14,1001,A,Manhattan,11.0,French,2022,2-3yr
41160209,2022-02-16,2024-06-13,848,A,Brooklyn,5.0,Pizza,2022,2-3yr
41160375,2022-03-01,2025-01-06,1042,Z,Staten Island,27.0,Italian,2022,2-3yr
41160885,2022-03-16,2024-08-27,895,A,Manhattan,12.0,Chinese,2022,2-3yr
41161346,2022-07-08,2024-11-14,860,A,Manhattan,13.0,American,2022,2-3yr
41161770,2021-08-26,2024-08-16,1086,A,Brooklyn,13.0,Spanish,2021,2-3yr
41163019,2022-02-15,2024-02-05,720,A,Brooklyn,6.0,American,2022,1-2yr
41163307,2022-09-14,2025-03-04,902,A,Manhattan,9.0,Mexican,2022,2-3yr
41163361,2022-04-25,2024-08-20,848,A,Bronx,12.0,Pizza,2022,2-3yr
41163474,2022-10-26,2024-12-18,784,A,Brooklyn,9.0,Mediterranean,2022,2-3yr
41163622,2022-04-21,2024-05-07,747,A,Manhattan,8.0,Chicken,2022,2-3yr
41164203,2022-03-29,2024-03-12,714,A,Brooklyn,10.0,American,2022,1-2yr
41164361,2022-07-06,2025-03-17,985,B,Bronx,21.0,Pizza,2022,2-3yr
41164472,2022-10-06,2024-11-27,783,Z,Manhattan,18.0,Latin American,2022,2-3yr
41164644,2022-11-16,2024-09-13,667,A,Queens,12.0,Italian,2022,1-2yr
41164650,2023-05-31,2025-05-07,707,A,Manhattan,6.0,Spanish,2023,1-2yr
41164822,2022-02-16,2024-03-19,762,A,Manhattan,4.0,Korean,2022,2-3yr
41164840,2021-08-24,2024-06-27,1038,A,Manhattan,5.0,Pizza,2021,2-3yr
41165717,2023-06-21,2025-04-21,670,C,Queens,42.0,Latin American,2023,1-2yr
41165980,2022-02-14,2024-02-23,739,A,Manhattan,8.0,Coffee/Tea,2022,2-3yr
41166072,2022-05-24,2023-12-06,561,A,Queens,10.0,Latin American,2022,1-2yr
41166368,2021-08-02,2023-09-25,784,A,Staten Island,8.0,Pizza,2021,2-3yr
41166704,2022-02-16,2023-05-23,461,A,Bronx,10.0,American,2022,1-2yr
41166868,2022-06-16,2024-12-23,921,A,Queens,13.0,Spanish,2022,2-3yr
41166881,2022-02-02,2024-11-14,1016,A,Manhattan,12.0,Bakery Products/Desserts,2022,2-3yr
41166903,2022-12-12,2025-02-05,786,A,Manhattan,10.0,Greek,2022,2-3yr
41167352,2022-10-28,2025-03-04,858,A,Brooklyn,11.0,Bagels/Pretzels,2022,2-3yr
41167732,2022-11-02,2024-12-16,775,A,Bronx,8.0,African,2022,2-3yr
41167764,2022-08-01,2024-08-14,744,A,Brooklyn,4.0,Donuts,2022,2-3yr
41168098,2022-03-29,2024-05-16,779,A,Manhattan,2.0,Mediterranean,2022,2-3yr
41168101,2022-12-15,2024-08-30,624,A,Queens,9.0,Jewish/Kosher,2022,1-2yr
41168107,2023-02-26,2023-02-26,0,A,Manhattan,10.0,American,2023,
41168216,2022-03-28,2024-07-16,841,A,Manhattan,10.0,Japanese,2022,2-3yr
41168644,2023-03-20,2025-05-13,785,N,Brooklyn,21.0,Russian,2023,2-3yr
41168748,2022-03-30,2025-01-08,1015,A,Bronx,12.0,Donuts,2022,2-3yr
41168754,2022-02-17,2024-12-18,1035,B,Manhattan,14.0,Greek,2022,2-3yr
41168758,2022-10-05,2025-04-03,911,N,Staten Island,25.0,American,2022,2-3yr
41168952,2023-01-13,2025-05-05,843,A,Manhattan,5.0,Coffee/Tea,2023,2-3yr
41169052,2022-02-16,2023-12-05,657,A,Manhattan,10.0,American,2022,1-2yr
41169084,2022-11-14,2025-04-11,879,N,Manhattan,26.0,Coffee/Tea,2022,2-3yr
41169421,2023-04-18,2025-06-04,778,A,Queens,13.0,Coffee/Tea,2023,2-3yr
41169478,2022-08-15,2024-06-26,681,A,Queens,13.0,American,2022,1-2yr
41169770,2022-01-31,2024-09-16,959,A,Brooklyn,12.0,Donuts,2022,2-3yr
41169998,2021-07-26,2024-05-14,1023,A,Brooklyn,7.0,Caribbean,2021,2-3yr
41170072,2022-02-16,2025-01-22,1071,A,Queens,13.0,Latin American,2022,2-3yr
41171181,2022-04-20,2024-05-07,748,B,Manhattan,16.0,American,2022,2-3yr
41171220,2022-11-03,2024-12-05,763,A,Queens,4.0,Latin American,2022,2-3yr
41171542,2022-04-26,2024-11-14,933,B,Bronx,25.0,Bakery Products/Desserts,2022,2-3yr
41171815,2022-02-16,2024-12-10,1028,B,Manhattan,22.0,American,2022,2-3yr
41171890,2022-07-08,2025-04-08,1005,A,Staten Island,7.0,Bakery Products/Desserts,2022,2-3yr
41172425,2023-02-08,2024-12-11,672,N,Staten Island,24.0,Latin American,2023,1-2yr
41172507,2022-10-24,2024-11-25,763,A,Manhattan,9.0,Sandwiches,2022,2-3yr
41172527,2021-07-22,2024-02-20,943,A,Queens,10.0,Seafood,2021,2-3yr
41172564,2021-07-30,2024-07-20,1086,A,Brooklyn,4.0,Latin American,2021,2-3yr
41172734,2021-07-30,2024-03-13,957,A,Manhattan,8.0,American,2021,2-3yr
41172740,2022-04-12,2024-03-26,714,A,Manhattan,13.0,American,2022,1-2yr
41172924,2022-11-02,2024-12-09,768,A,Brooklyn,2.0,American,2022,2-3yr
41173179,2022-09-29,2025-05-22,966,A,Queens,13.0,Pizza,2022,2-3yr
41173219,2022-02-16,2024-11-19,1007,A,Queens,7.0,Korean,2022,2-3yr
41173328,2022-02-03,2024-10-17,987,N,Manhattan,26.0,Barbecue,2022,2-3yr
41173497,2022-05-11,2025-01-07,972,A,Manhattan,13.0,Middle Eastern,2022,2-3yr
41174075,2022-02-16,2024-06-20,855,A,Brooklyn,2.0,Polish,2022,2-3yr
41174270,2023-02-09,2025-04-04,785,A,Queens,5.0,Donuts,2023,2-3yr
41174286,2022-03-28,2024-09-12,899,A,Queens,12.0,Donuts,2022,2-3yr
41174287,2022-01-13,2024-12-23,1075,A,Queens,11.0,Donuts,2022,2-3yr
41174549,2022-12-08,2025-01-27,781,A,Queens,12.0,Bakery Products/Desserts,2022,2-3yr
41174643,2022-02-17,2025-02-13,1092,A,Bronx,10.0,Latin American,2022,2-3yr
41175258,2021-12-07,2024-06-25,931,A,Queens,2.0,Donuts,2021,2-3yr
41175260,2022-10-18,2025-03-20,884,A,Queens,2.0,Donuts,2022,2-3yr
41175261,2022-03-31,2024-04-10,741,A,Queens,6.0,Donuts,2022,2-3yr
41175262,2022-10-24,2025-06-05,955,A,Queens,11.0,Donuts,2022,2-3yr
41175648,2023-11-29,2025-06-10,559,N,Manhattan,27.0,American,2023,1-2yr
41175816,2021-11-29,2024-04-19,872,A,Queens,2.0,Donuts,2021,2-3yr
41175823,2022-08-25,2024-09-11,748,A,Queens,13.0,Donuts,2022,2-3yr
41175984,2022-01-20,2024-07-18,910,A,Queens,13.0,Pizza,2022,2-3yr
41176037,2022-09-23,2025-05-07,957,Z,Brooklyn,20.0,American,2022,2-3yr
41176118,2022-02-16,2023-11-27,649,A,Manhattan,11.0,Pizza,2022,1-2yr
41176172,2023-03-09,2023-03-09,0,A,Manhattan,12.0,Italian,2023,
41176558,2023-04-03,2025-04-07,735,A,Bronx,9.0,Pizza,2023,2-3yr
41176692,2022-03-29,2024-03-12,714,A,Queens,4.0,Mexican,2022,1-2yr
41177247,2017-08-21,2019-06-07,655,A,Manhattan,4.0,Bagels/Pretzels,2017,1-2yr
41177892,2022-02-23,2024-09-03,923,A,Manhattan,12.0,Jewish/Kosher,2022,2-3yr
41178124,2022-09-20,2025-05-21,974,A,Manhattan,8.0,American,2022,2-3yr
41178236,2022-12-29,2025-04-08,831,N,Queens,37.0,Bakery Products/Desserts,2022,2-3yr
41178691,2021-08-13,2024-05-30,1021,N,Manhattan,24.0,American,2021,2-3yr
41178943,2022-07-22,2025-03-05,957,N,Bronx,26.0,Chinese,2022,2-3yr
41179165,2022-02-15,2024-08-15,912,A,Bronx,9.0,Pizza,2022,2-3yr
41179282,2022-02-28,2024-11-12,988,A,Brooklyn,13.0,Sandwiches,2022,2-3yr
41180080,2022-04-01,2024-05-01,761,A,Manhattan,12.0,Steakhouse,2022,2-3yr
41180122,2022-11-15,2025-04-24,891,B,Brooklyn,26.0,Middle Eastern,2022,2-3yr
41180283,2022-10-20,2024-12-30,802,A,Manhattan,13.0,Coffee/Tea,2022,2-3yr
41180292,2023-03-30,2024-07-26,484,A,Manhattan,4.0,Coffee/Tea,2023,1-2yr
41180510,2022-11-17,2025-05-27,922,N,Manhattan,17.0,Bagels/Pretzels,2022,2-3yr
41180600,2022-04-18,2025-02-19,1038,Z,Queens,25.0,American,2022,2-3yr
41180860,2021-08-25,2024-05-21,1000,A,Brooklyn,12.0,Japanese,2021,2-3yr
41181385,2022-01-18,2024-12-06,1053,A,Bronx,12.0,Latin American,2022,2-3yr
41181395,2021-07-30,2024-07-29,1095,A,Brooklyn,7.0,Jewish/Kosher,2021,2-3yr
41182162,2022-05-27,2024-11-20,908,A,Brooklyn,7.0,American,2022,2-3yr
41182288,2022-10-17,2025-05-19,945,A,Queens,5.0,Hamburgers,2022,2-3yr
41182363,2022-03-29,2025-01-16,1024,A,Manhattan,8.0,Chinese,2022,2-3yr
41182565,2022-02-15,2024-10-25,983,B,Staten Island,19.0,Donuts,2022,2-3yr
41182682,2022-03-23,2024-07-02,832,A,Staten Island,9.0,Japanese,2022,2-3yr
41182721,2021-07-29,2024-07-15,1082,A,Queens,8.0,Bottled Beverages,2021,2-3yr
41182732,2022-03-28,2025-01-22,1031,A,Bronx,9.0,Latin American,2022,2-3yr
41182904,2022-03-01,2024-12-06,1011,A,Brooklyn,5.0,Bakery Products/Desserts,2022,2-3yr
41183237,2016-10-12,2019-04-25,925,N,Manhattan,21.0,Latin American,2016,2-3yr
41183271,2022-10-19,2024-10-30,742,A,Queens,7.0,Pizza,2022,2-3yr
41183771,2022-02-18,2024-06-24,857,A,Manhattan,3.0,American,2022,2-3yr
41184464,2022-06-16,2024-09-25,832,A,Queens,7.0,American,2022,2-3yr
41184659,2023-02-23,2025-05-12,809,A,Manhattan,4.0,Latin American,2023,2-3yr
41185133,2022-06-15,2023-06-15,365,A,Brooklyn,10.0,American,2022,<1yr
41185214,2022-04-12,2024-12-27,990,A,Brooklyn,13.0,Mexican,2022,2-3yr
41185348,2022-12-13,2025-02-18,798,A,Manhattan,13.0,American,2022,2-3yr
41185792,2022-11-19,2024-06-25,584,A,Manhattan,10.0,Chinese,2022,1-2yr
41185798,2021-07-23,2023-12-14,874,A,Manhattan,7.0,Frozen Desserts,2021,2-3yr
41185899,2022-09-20,2025-05-29,982,A,Manhattan,13.0,Korean,2022,2-3yr
41185928,2022-04-20,2025-02-04,1021,A,Queens,12.0,Pizza,2022,2-3yr
41186118,2022-10-18,2024-08-12,664,A,Queens,7.0,Frozen Desserts,2022,1-2yr
41186217,2022-09-12,2024-11-04,784,A,Manhattan,10.0,American,2022,2-3yr
41186285,2022-02-16,2024-12-08,1026,A,Brooklyn,10.0,Bakery Products/Desserts,2022,2-3yr
41186643,2021-08-18,2024-04-25,981,N,Brooklyn,17.0,Chinese,2021,2-3yr
41187642,2022-02-16,2024-09-30,957,A,Bronx,8.0,Pizza,2022,2-3yr
41188374,2022-09-29,2024-02-07,496,N,Manhattan,14.0,Soul Food,2022,1-2yr
41188476,2022-03-30,2024-07-24,847,A,Manhattan,12.0,Mexican,2022,2-3yr
41188824,2022-01-26,2025-01-02,1072,N,Manhattan,21.0,American,2022,2-3yr
41189162,2022-06-15,2023-06-15,365,A,Brooklyn,12.0,American,2022,<1yr
41189470,2021-07-20,2023-11-28,861,A,Brooklyn,9.0,Latin American,2021,2-3yr
41189761,2021-11-26,2024-06-07,924,A,Brooklyn,4.0,Bagels/Pretzels,2021,2-3yr
41189848,2023-03-08,2025-06-04,819,N,Manhattan,31.0,Pizza,2023,2-3yr
41190258,2023-02-27,2024-10-04,585,A,Brooklyn,9.0,Japanese,2023,1-2yr
41190515,2018-06-23,2019-06-26,368,N,Manhattan,34.0,Latin American,2018,1-2yr
41191334,2023-03-20,2025-05-28,800,A,Manhattan,11.0,Pizza,2023,2-3yr
41191438,2022-02-18,2025-01-07,1054,A,Brooklyn,13.0,American,2022,2-3yr
41191561,2021-11-23,2024-09-10,1022,N,Brooklyn,21.0,Pakistani,2021,2-3yr
41191695,2022-01-20,2024-10-21,1005,A,Manhattan,12.0,American,2022,2-3yr
41191856,2021-08-10,2023-05-02,630,A,Manhattan,11.0,American,2021,1-2yr
41192316,2023-03-08,2024-10-18,590,A,Bronx,6.0,Caribbean,2023,1-2yr
41192474,2023-03-01,2025-04-10,771,A,Brooklyn,9.0,Sandwiches,2023,2-3yr
41193019,2023-04-07,2024-12-31,634,B,Manhattan,22.0,American,2023,1-2yr
41193094,2017-08-05,2019-06-22,686,A,Brooklyn,12.0,American,2017,1-2yr
41193113,2023-04-27,2025-03-06,679,A,Brooklyn,6.0,Japanese,2023,1-2yr
41193517,2022-02-17,2024-12-19,1036,N,Queens,22.0,Indian,2022,2-3yr
41194024,2022-01-19,2024-10-10,995,N,Manhattan,24.0,Middle Eastern,2022,2-3yr
41194745,2023-05-10,2025-04-30,721,C,Queens,34.0,Chinese,2023,1-2yr
41194838,2022-10-20,2024-10-30,741,N,Queens,20.0,Italian,2022,2-3yr
41194925,2022-11-07,2025-03-07,851,A,Queens,12.0,Bakery Products/Desserts,2022,2-3yr
41195033,2022-11-03,2024-12-26,784,A,Queens,12.0,Japanese,2022,2-3yr
41195053,2022-02-18,2024-03-29,770,A,Queens,10.0,Seafood,2022,2-3yr
41195691,2022-09-28,2025-01-06,831,B,Bronx,22.0,Italian,2022,2-3yr
41195733,2021-09-07,2024-03-26,931,A,Manhattan,12.0,American,2021,2-3yr
41196158,2022-02-18,2024-11-26,1012,N,Manhattan,25.0,Pizza,2022,2-3yr
41196536,2022-06-15,2025-05-19,1069,A,Brooklyn,5.0,Coffee/Tea,2022,2-3yr
41196542,2023-03-29,2025-05-30,793,A,Manhattan,12.0,Coffee/Tea,2023,2-3yr
41196869,2022-04-25,2024-12-26,976,A,Brooklyn,2.0,Pizza,2022,2-3yr
41197195,2023-03-13,2025-02-20,710,Z,Queens,19.0,American,2023,1-2yr
41197199,2021-08-17,2024-08-01,1080,A,Manhattan,5.0,American,2021,2-3yr
41197215,2022-01-19,2024-07-02,895,A,Manhattan,13.0,American,2022,2-3yr
41197487,2022-03-25,2024-10-01,921,A,Manhattan,7.0,American,2022,2-3yr
41197540,2021-08-26,2024-04-08,956,A,Brooklyn,11.0,Mediterranean,2021,2-3yr
41198297,2022-04-07,2024-10-29,936,A,Manhattan,0.0,American,2022,2-3yr
41198338,2022-07-26,2025-05-14,1023,N,Manhattan,34.0,American,2022,2-3yr
41198352,2022-02-15,2024-09-11,939,A,Staten Island,3.0,Mexican,2022,2-3yr
41198518,2022-07-12,2025-05-13,1036,A,Manhattan,13.0,American,2022,2-3yr
41198981,2022-06-02,2025-05-28,1091,A,Queens,12.0,Mexican,2022,2-3yr
41199571,2022-01-11,2024-11-12,1036,B,Manhattan,26.0,New American,2022,2-3yr
41200490,2022-11-29,2024-07-11,590,A,Manhattan,7.0,American,2022,1-2yr
